"","country_name","country_code","year","agri_forest_fishing_percent_GDP","tC02_per_capita","continent"
"93","Thailand","THA",1991,12.6498265961915,1.74166988963345,"Asia"
"94","Thailand","THA",1992,12.2973357445063,1.89480521369792,"Asia"
"95","Thailand","THA",1993,8.02582929718645,2.11347699199968,"Asia"
"96","Thailand","THA",1994,8.62754771501915,2.32388640126638,"Asia"
"97","Thailand","THA",1995,9.08122459760424,2.67930811827695,"Asia"
"98","Thailand","THA",1996,9.06341649341052,2.938896563533,"Asia"
"99","Thailand","THA",1997,9.06490231003904,2.98993300889112,"Asia"
"100","Thailand","THA",1998,10.2592271107015,2.61479854957781,"Asia"
"101","Thailand","THA",1999,8.8929952779078,2.6988090946741,"Asia"
"102","Thailand","THA",2000,8.49984812084058,2.74329018629591,"Asia"
"103","Thailand","THA",2001,8.57928745008654,2.90685856333467,"Asia"
"104","Thailand","THA",2002,8.6921781801026,3.03718008343088,"Asia"
"105","Thailand","THA",2003,9.44135495796228,3.18947289526519,"Asia"
"106","Thailand","THA",2004,9.29111013904814,3.40705865511904,"Asia"
"107","Thailand","THA",2005,9.19435528237181,3.47763068252111,"Asia"
"108","Thailand","THA",2006,9.40199346621521,3.51190452530199,"Asia"
"109","Thailand","THA",2007,9.3476847010693,3.53612316158092,"Asia"
"110","Thailand","THA",2008,10.0724338253633,3.47133490465134,"Asia"
"111","Thailand","THA",2009,9.78703375942043,3.68066407326358,"Asia"
"112","Thailand","THA",2010,10.5221756369849,3.8529815182159,"Asia"
"113","Thailand","THA",2011,11.5917917775207,3.79547939996548,"Asia"
"114","Thailand","THA",2012,11.5041001535767,4.02572376180968,"Asia"
"115","Thailand","THA",2013,11.3222153379773,4.21483422411443,"Asia"
"116","Thailand","THA",2014,10.0889239027895,4.10551950627956,"Asia"
"117","Thailand","THA",2015,8.87273462299859,4.13835221791799,"Asia"
"118","Thailand","THA",2016,8.47693641877953,4.11422335752807,"Asia"
"119","Thailand","THA",2017,8.4007988608955,NA,"Asia"
"120","Thailand","THA",2018,8.12687145918273,NA,"Asia"
"121","Thailand","THA",2019,7.98429546623642,NA,"Asia"
"122","Thailand","THA",2020,NA,NA,"Asia"
"123","United Kingdom","GBR",1960,NA,11.1507591603053,"Europe"
"124","United Kingdom","GBR",1961,NA,11.1541389204545,"Europe"
"125","United Kingdom","GBR",1962,NA,11.1429283943662,"Europe"
"126","United Kingdom","GBR",1963,NA,11.2548534575955,"Europe"
"127","United Kingdom","GBR",1964,NA,11.2658388888889,"Europe"
"128","United Kingdom","GBR",1965,NA,11.4561595126228,"Europe"
"129","United Kingdom","GBR",1966,NA,11.3189607765995,"Europe"
"130","United Kingdom","GBR",1967,NA,10.7841045544886,"Europe"
"131","United Kingdom","GBR",1968,NA,10.9934882280386,"Europe"
"132","United Kingdom","GBR",1969,NA,11.3426704063274,"Europe"
"133","United Kingdom","GBR",1970,NA,11.7323972998343,"Europe"
"134","United Kingdom","GBR",1971,NA,11.8230362899475,"Europe"
"135","United Kingdom","GBR",1972,NA,11.5623541783507,"Europe"
"136","United Kingdom","GBR",1973,NA,11.7455269442877,"Europe"
"137","United Kingdom","GBR",1974,NA,10.9835928609891,"Europe"
"138","United Kingdom","GBR",1975,NA,10.7360536444124,"Europe"
"139","United Kingdom","GBR",1976,NA,10.6545420185253,"Europe"
"140","United Kingdom","GBR",1977,NA,10.7618685096132,"Europe"
"141","United Kingdom","GBR",1978,NA,10.7672949904499,"Europe"
"142","United Kingdom","GBR",1979,NA,11.4653910395961,"Europe"
"143","United Kingdom","GBR",1980,NA,10.2867570419519,"Europe"
"144","United Kingdom","GBR",1981,NA,9.95529664777447,"Europe"
"145","United Kingdom","GBR",1982,NA,9.74046165830407,"Europe"
"146","United Kingdom","GBR",1983,NA,9.68779840493774,"Europe"
"147","United Kingdom","GBR",1984,NA,9.38170290874819,"Europe"
"148","United Kingdom","GBR",1985,NA,9.90013978359926,"Europe"
"149","United Kingdom","GBR",1986,NA,10.0346393903213,"Europe"
"150","United Kingdom","GBR",1987,NA,10.0677466746359,"Europe"
"151","United Kingdom","GBR",1988,NA,10.0207439610864,"Europe"
"152","United Kingdom","GBR",1989,NA,10.1919306282382,"Europe"
"153","United Kingdom","GBR",1990,1.39983530218152,9.71088167805014,"Europe"
"154","United Kingdom","GBR",1991,1.3732066188658,9.87080903253514,"Europe"
"155","United Kingdom","GBR",1992,1.36190368507967,9.66092999836993,"Europe"
"156","United Kingdom","GBR",1993,1.37400774867394,9.45469582828167,"Europe"
"157","United Kingdom","GBR",1994,1.42041020080623,9.44839989530939,"Europe"
"158","United Kingdom","GBR",1995,1.3586822276225,9.27484623579539,"Europe"
"159","United Kingdom","GBR",1996,1.18215035629846,9.48023105904642,"Europe"
"160","United Kingdom","GBR",1997,1.04359514221058,9.04272085267005,"Europe"
"161","United Kingdom","GBR",1998,0.993100984168595,9.09440391350297,"Europe"
"162","United Kingdom","GBR",1999,0.935867316863017,9.0476360690091,"Europe"
"163","United Kingdom","GBR",2000,0.856294568252117,9.19954923303155,"Europe"
"164","United Kingdom","GBR",2001,0.843367890062037,9.23317498728384,"Europe"
"165","United Kingdom","GBR",2002,0.905425075235112,8.90412310805173,"Europe"
"166","United Kingdom","GBR",2003,0.854172730410331,9.05327783893049,"Europe"
"167","United Kingdom","GBR",2004,0.804921946962719,8.98914012749737,"Europe"
"168","United Kingdom","GBR",2005,0.571091347400295,8.98293853602857,"Europe"
"169","United Kingdom","GBR",2006,0.586945894802644,8.89871022018899,"Europe"
"170","United Kingdom","GBR",2007,0.565613706357057,8.61716368111307,"Europe"
"171","United Kingdom","GBR",2008,0.640090670601429,8.44002773472485,"Europe"
"172","United Kingdom","GBR",2009,0.694446688115444,7.56932268101478,"Europe"
"173","United Kingdom","GBR",2010,0.621688753607374,7.8493651496307,"Europe"
"174","United Kingdom","GBR",2011,0.640324283159736,7.07316508167005,"Europe"
"175","United Kingdom","GBR",2012,0.660039793940505,7.35101493770468,"Europe"
"176","United Kingdom","GBR",2013,0.672181106767319,7.10981429361118,"Europe"
"177","United Kingdom","GBR",2014,0.666983894425456,6.49734093050374,"Europe"
"178","United Kingdom","GBR",2015,0.621473465435788,6.22023961495676,"Europe"
"179","United Kingdom","GBR",2016,0.604566622850955,5.77679598481933,"Europe"
"180","United Kingdom","GBR",2017,0.653773024332579,NA,"Europe"
"181","United Kingdom","GBR",2018,0.631393682985248,NA,"Europe"
"182","United Kingdom","GBR",2019,0.610660916934324,NA,"Europe"
"183","United Kingdom","GBR",2020,NA,NA,"Europe"
